Daemonheim,Castle gatestone,73,2,1,,,,,,,,,,,1,,
Daemonheim,Engraved ring of kinship,73,2,1,,,,,,,,,,,1,,
Daemonheim,Exploratory totem,77,2,1,,,,,,,,,,,1,,
Daemonheim,Excavator portal mine,77,2,1,,,,,,,,,,,1,,
Daemonheim,Storage totem,78,2,1,,,,,,,,,,,1,,
Daemonheim,Plant seed satchel,78,2,1,,,,,,,,,,,1,,
Daemonheim,Snuff box,78,2,1,,,,,,,,,,,1,,
Daemonheim,Spent summoning charm,87,2,1,,,,,,,,,,,1,,
Daemonheim,Friendship bracelet',87,3,1,,,,,,,,,,,1,,1
Daemonheim,Homely totem,87,2,1,,,,,,,,,,,1,,
Daemonheim,Projection attuner,103,2,1,,,,,,,,,,,1,,
Daemonheim,Golden projection 'needle',103,2,1,,,,,,,,,,,1,,
Daemonheim,Comfort gatestone,107,2,1,,,,,,,,,,,1,,
Daemonheim,Halak's cube,107,2,1,,,,,,,,,,,1,,
Daemonheim,Portable portal generator,113,2,1,,,,,,,,,,,1,,
Daemonheim,Warped trinket,113,2,1,,,,,,,,,,,1,,
Warforge,Ekeleshuun blinder mask,76,3,1,,,,1,,,,,1,,,,
Warforge,Narogoshuun 'Hob-da-Gob' ball,76,2,1,,,,1,,,,,,,,,
Warforge,Rekeshuun war tether,76,2,1,,,,1,,,,,,,,,
Warforge,Ogre Kyzaj axe,81,2,1,,,1,,,,,,,,,,
Warforge,Ork cleaver sword,81,4,1,,,1,,,,,,,,,,2
Warforge,Thorobshuun battle standard,83,3,1,,,,1,,,,,,,,,1
Warforge,Yurkolgokh stink grenade,83,2,1,,,,1,,,,,,,,,
Warforge,High priest crozier,89,3,1,,1,,1,,,,,,,,,
Warforge,High priest mitre,89,4,1,,,,1,,,,,2,,,,
Warforge,High priest orb,89,3,1,,1,,1,,,,,,,,,
Warforge,Beastkeeper helm,94,3,1,,,1,,,,,,1,,,,
Warforge,Idithuun horn ring,94,2,1,,,,1,,,,,,,,,
Warforge,'Nosorog!' sculpture,94,2,1,,,1,,,,,,,,,,
Warforge,Ourg megahitter,97,3,1,,,1,,,,,,,,,,1
Warforge,Ourg tower/goblin cower shield,97,2,1,,,1,,,,,,,,,,
Warforge,Garagorshuun anchor,97,3,1,,,,1,,,,,,,,,1
Warforge,Dorgeshuun spear,100,4,1,,,,1,,,,,,,,,2
Warforge,'Forged in War' sculpture,100,3,1,,,1,,,,,,,,,,1
Warforge,Huzamogaarb chaos crown,104,3,1,,,,1,,,,,1,,,,
Warforge,Saragorgak star crown,104,3,1,,,,1,,,,,1,,,,
Warforge,Drogokishuun hook sword,110,2,1,,,,1,,,,,,,,,
Warforge,Hobgoblin mansticker,110,2,1,,,1,,,,,,,,,,
Warforge,Kal-i-kra chieftain crown,115,3,1,,,1,,,,,,1,,,,
Warforge,Kal-i-kra mace,115,2,1,,,1,,,,,,,,,,
Warforge,Kal-i-kra warhorn,115,2,1,,,1,,,,,,,,,,
Warforge,'Da Boss Man' sculpture,119,4,1,,,1,1,,,,,1,,,,
Warforge,Horogothgar cooking pot,119,2,1,,,,1,,,,,,,,,
Orthen,Pasaha,90,3,1,,,,,,,,,,,1,,1
Orthen,Ritual bell,90,2,1,,,,,,,,,,,1,,
Orthen,Kilaya,96,2,1,,,,,,,,,,,1,,
Orthen,Vazara,96,2,1,,,,,,,,,,,1,,
Orthen,Death mask,99,3,1,,,,,,,,,,,1,,1
Orthen,Dragonkin calendar,99,2,1,,,,,,,,,,,1,,
Orthen,Dragonkin staff,99,2,1,,,,,,,,,,,1,,
Orthen,Dragon scalpel,101,3,1,,,,,,,,,,,1,,1
Orthen,Protective goggles,101,3,1,,,,,,,,,,,1,,1
Orthen,Dragon burner,102,6,1,,,,,,,,,,,1,,4
Orthen,Orthenglass flask,102,4,1,,,,,,,,,,,1,,2
Orthen,Meditation pipe,106,2,1,,,,,,,,,,,1,,
Orthen,Personal totem,106,2,1,,,,,,,,,,,1,,
Orthen,Singing bowl,106,2,1,,,,,,,,,,,1,,0[ao 1]
Orthen,Lingam stone,108,3,1,,,,,,,,,,,1,,1
Orthen,Master control,108,3,1,,,,,,,,,,,1,,1
Orthen,Xolo hard hat,113,2,1,,,,,,,,,,,1,,
Orthen,Xolo pickaxe,113,2,1,,,,,,,,,,,1,,
Orthen,Xolo shield,119,2,1,,,,,,,,,,,1,,
Orthen,Xolo spear,119,2,1,,,,,,,,,,,1,,
Orthen,Gold dish,120,3,1,,,,,,,,,,,1,,1
Orthen,'Raksha' idol,120,3,1,,,,,,,,,,,1,,1
